District,villageName,taluka,institutionType,organisationName,solarDemand
Sangli,Panchashilnagar,Khanapur,Anganwadi,Panchashil Nagar Anganwadi No. 69 Code No.27 53 11 30 227,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Vanmore Galli 197 Mhaishal 27531070814,1kW
Sangli,Arag,Miraj,Anganwadi,Hanumannagar -13-27531070111,1kW
Sangli,Shalshinge,Khanapur,Anganwadi,Anganwadi No.89/27531130424,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Sutarki Mala 132 Mhaishal 27531070813,1kW
Sangli,Wasumbe,Khanapur,Anganwadi,Vasumbe139 (27531130723),1kW
Sangli,Shangole,Khanapur,Anganwadi,Anganwadi No.92/27531130426,1kW
Sangli,Tandalgaon,Khanapur,Anganwadi,Tandalgaon Anganwadi No. 77 Code no 27 53 11 30 228,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Ambika Nagar 131 Mhaishal 27531070812,1kW
Sangli,Wasumbe,Khanapur,Anganwadi,Wasumbe 140 (27531130724),1kW
Sangli,Arag,Miraj,Anganwadi,Ramnagar Arag-27531070112,1kW
Sangli,Waluj,Khanapur,Anganwadi,Anganwadi No.94 27531130428,1kW
Sangli,Tandalgaon,Khanapur,Anganwadi,Tandalgaon Anganwadi No. 169 Code No 27 53 11 30 229,1kW
Sangli,Bhud,Khanapur,Anganwadi,Anganwadi No.165/27531130407,1kW
Sangli,Adsarwadi,Khanapur,Anganwadi,Adsarvadi43 (27531130118),1kW
Sangli,Arag,Miraj,Anganwadi,Birobamala-15-27531070113,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Shivajinagar 130 Mhaishal 27531070811,1kW
Sangli,Ainwadi,Khanapur,Anganwadi,Ainwadi 39 (27531130101),1kW
Sangli,Arag,Miraj,Anganwadi,Gayakwad Chavanvasti Arag-204-27531070114,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Ambikanagar 129 Mhaishal 27531070810,1kW
Sangli,Ainwadi,Khanapur,Anganwadi,Ainwadi 40(27531130102),1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Boudh Vasahat128 Mhaishal 27531070809,1kW
Sangli,Balwadi ,Khanapur,Anganwadi,Balvade 31( 27531130104),1kW
Sangli,Balwadi,Khanapur,Anganwadi,Balvade 32(27531130105),1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Mathajawal 126 Mhaishal 27531070807,1kW
Sangli,Balwadi ,Khanapur,Anganwadi,Balvadi 33 (27531130106),1kW
Sangli,Kognoli ,Kavthe Mahankal,Anganwadi,Kognoli khoth vasti 108,5kW
Sangli,Laxmiwadi,Miraj,Anganwadi,Gaonbhag Laxmivadi 16-27531070115,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Near PHC 125 Mhaishal 7531070806,1kW
Sangli,Balwadi ,Khanapur,Anganwadi,Balvadi 148 (27531130107),1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Near Davargalli 124 Mhaishal 27531070805,1kW
Sangli,Laxmiwadi,Miraj,Anganwadi,Malivasti Laxmiwadi-Mi-2 -27531070131,1kW
Sangli,Dhorale,Khanapur,Anganwadi,Dhorale 37(27531130114),1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Mahadev Mandir Javal 123 Mhaisal 27531070804,1kW
Sangli,Dhondagewadi,Khanapur,Anganwadi,Dhondgevadi No 44 (27531130109),1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Satwai Galli 121 Mhaishal 27531070802,1kW
Sangli,Gorewadi,Khanapur,Anganwadi,Gorewadi 35(27531130110,1kW
Sangli,Mhaisal ,Miraj,Anganwadi,Shedbal Road 120 Mhaishal 27531070801,1kW
Sangli,Jadhavwadi ,Khanapur,Anganwadi,Jadhavwadi  No 36(27531130112),1kW
Sangli,Shindewadi,Miraj,Anganwadi,Gaonbhag Shindewadi -17-27531070116,1kW
Sangli,Jadhavwadi ,Khanapur,Anganwadi,Jadhavwadi No.149(27531130113),1kW
Sangli,Jakhinwadi,Khanapur,Anganwadi,Jakhinwadi No 38(27531130111),1kW
Sangli,Shindewadi,Miraj,Anganwadi,Basarkudi Shindewadi -18-27531070117,1kW
Sangli,Menganwadi,Khanapur,Anganwadi,Menganwadi no 34( 27531130115),1kW
Sangli,Posewadi 42 (27531130116),Khanapur,Anganwadi,POSEWADI,1kW
Sangli,Posewadi,Khanapur,Anganwadi,POSEWADI NO M5( 27531130117),1kW
Sangli,Shindewadi,Miraj,Anganwadi,Gaonbhag Mini-3-275310701132,1kW
Sangli,Ramnagar,Khanapur,Anganwadi,Ramnagra  41(27531130119),1kW
Sangli,Khatav,Miraj,Anganwadi,Malbhag Khatav-19-27531070119,1kW
Sangli,Bhavaninagar,Walwa,Anganwadi,Radhika Anganwadi 27531150301,1kW
Sangli,Khatav,Miraj,Anganwadi,Dalvivasti Khatav -20-27531070119,1kW
Sangli,Banurgad,Khanapur,Anganwadi,Banurgad Anganwadi No. 1 Codeno 27531130301,1kW
Sangli,Sonyal ,Jat,Veterinary Hospital,Sonyal ,10kW+
Sangli,Kalambi,Miraj,Anganwadi,Gaonbhag. Kalambi -174-27531070501,1kW
Sangli,Banurgad,Khanapur,Anganwadi,Banurgarh Anganwadi No. m1 code number 27531130302,1kW
Sangli,Khatav,Miraj,Anganwadi,Vannavarwadi Khatav-22-27531070121,1kW
Sangli,Benapur,Khanapur,Anganwadi,Benapur Anganwadi No. 14 Code No. 27531130303,1kW
Sangli,Benapur,Khanapur,Anganwadi,Benapur Anganwadi No.15 Code No. 27531130304,1kW
Sangli,Khatav,Miraj,Anganwadi,Panchvaranawadi- 23-27531070122,1kW
Sangli,Khapargade,Khanapur,Anganwadi,Khapargade Anganwadi No. 12 code no 27531130305,1kW
Sangli,Kalambi,Miraj,Anganwadi,Agaon. Part Kalambi176 27531070502,1kW
Sangli,Khatav,Miraj,Anganwadi,Parit Vasti Khatav-24-27531070123,1kW
Sangli,Bhadakewadi,Khanapur,Anganwadi,Bhadkewadi Anganwadi No. 16 Code No 275311303087,1kW
Sangli,Khatav,Miraj,Anganwadi,Hanamapurewadi Khatav -205-27531070124,1kW
Sangli,Hivare,Khanapur,Anganwadi,Hivare Anganwadi No. 20 Code No 27531130313,1kW
Sangli,Karanje,Khanapur,Anganwadi,Karanje Pujarmala  Anganwadi No. 9 Code No 27531130316,1kW
Sangli,Lingnur,Miraj,Anganwadi,Magdummala Lingnur -25-27531070125,1kW
Sangli,Karanje Suryavanshi Mala,Khanapur,Anganwadi,Suryavanshimala Anganwadi No. 11 Code 27531130316 ,1kW
Sangli,Lingnur,Miraj,Anganwadi,Gaonbhag Lingnoor -26-27531070126,1kW
Sangli,Karanje,Khanapur,Anganwadi,Karanje Anganwadi No. 10 C.N. 27 53 11 30 315,1kW
Sangli,Krushinagar Palus,Palus,School,Z.P.School Krishinagar,3kW
Sangli,Karanje Mane Vasti,Khanapur,Anganwadi,Karanje ManeVasti Anganwadi No. 145 CodeNo 27 53 11 30 318,1kW
Sangli,Kalambi,Miraj,Anganwadi,Water tank Near 176.  27531070503,1kW
Sangli,Kusbavde,Khanapur,Anganwadi,Kusabawde Anganwadi No. 3 CodeNo 27531130321,1kW
Sangli,Chorochi,Kavthe Mahankal,School,Z.P.School Rupnar Vasti,2kW
Sangli,Chundekhindi,Kavthe Mahankal,School,Z.P.School Chudekhindi,4kW
Sangli,Dudebhavi,Kavthe Mahankal,School,Z P School Padalkarwasti ,2kW
Sangli,Hingangaon ,Kavthe Mahankal,Anganwadi,Anganwadi ,10kW
Sangli,Malwadi ,Miraj,School,Z p.school Malwadi ,3kW
Sangli,Savali,Miraj,Anganwadi,Gaon bhag Savali 182,1kW
Sangli,Tanang. Gaonbhag 186. 27531070 508,Miraj,Anganwadi,Kalambi,1kW
Sangli,Savali,Miraj,Anganwadi,Gaon bhag Savali Anganwadi181,1kW
Sangli,Tanang,Miraj,Anganwadi,Tanang Gaonbhag 187. 27531070507,1kW
Sangli,Savali,Miraj,Anganwadi,Dyangiri Vasahat 183 ,1kW
Sangli,Dudhgaon,Miraj,School,Zilla Parishad Urdu School Dudhgaon,5kW
Sangli,Kanadwadi ,Miraj,Anganwadi,Gaonbhag Kanadwadi ,1kW
Sangli,Tanang,Miraj,Anganwadi,Tanang Khot Vasti 18827531070509,1kW
Sangli,Bastawde ,Tasgaon,School,Z.P.School Bastavde,5kW
Sangli,Tanang,Miraj,Anganwadi,Shinde Vasti 189. 27531070511,1kW
Sangli,Savali ,Miraj,Anganwadi,Gaon Bhag Savali - 27531070505 S.N.182,1kW
Sangli,Tanang,Miraj,Anganwadi,Chandanwale Vasti 211. 275310707511,1kW
Sangli,Savali,Miraj,Anganwadi,Gaon Bhag Savali S.N.181-27531070504,1kW
Sangli,Savali,Miraj,Anganwadi,Dyangiri Vasahat 183 -27531070506,1kW
Sangli, Takali,Miraj,Anganwadi,Ambedkar Nagar Takli =27531070522,1kW
Sangli,Kanadwadi,Miraj,Anganwadi,Village Area Kanadwadi 185 27531070513,1kW
Sangli,Takali ,Miraj,Anganwadi,Subhash Nagar =113=27531070523,1kW
Sangli,Manmodi,Miraj,Anganwadi,Village Area Manmodi-18427531070512,1kW
Sangli,Subhashnagar,Miraj,Anganwadi,Subhashnagar Nandiwale Vasti 114=27531070524,1kW
Sangli,Malgaon,Miraj,Anganwadi,Sondkar. Vasti. 162. 275310705020,1kW
Sangli,Takali ,Miraj,Anganwadi,Sonawane Nagar 115=27531070525,1kW
Sangli,Subhashnagar,Miraj,Anganwadi,Subhash Nagar No. 163 -27531070515,1kW
Sangli,Ped,Tasgaon,School,Z.P.School Ped,3kW
Sangli,Yashvantnagar Kupwad,Sangli City,School,Z.P.School Yashwantnagar Kupwad,4kW
Sangli,Dahyari,Palus,School,Z.P.School Dahyari,2kW
Sangli,Mohi,Khanapur,Anganwadi,Mohi Anganwadi No. 146 Code27531130320,1kW
Sangli,Palashi,Khanapur,Anganwadi,Palshi Anganwadi No. 4 Code Number 27531130322,1kW
Sangli,Palashi,Khanapur,Anganwadi,Palashi Anganwadi No. 22 Code Number 27 53 11 30 324,1kW
Sangli,Palashi,Khanapur,Anganwadi,Palashi Anganwadi No. M Two Code Number 27 53 11 30 325,1kW
Sangli,Shendagewadi,Khanapur,Anganwadi,Shedgewadi Anganwadi No. 17 Code No. 27 53 11 30 326,1kW
Sangli,Sultangade,Khanapur,Anganwadi,Sultan Gandhi Anganwadi No. 13 Code 27531130327,1kW
Sangli,Tadachiwadi,Khanapur,Anganwadi,Tadachiwadi Anganwadi No. 143 Code No. 27 53 11 30 330,1kW
Sangli,Kundal,Palus,School,Z.P.School Sathe Nagar Kundal,7kW
Sangli,Kasbedigra (Chincholi Vasahat),Miraj,School,Z.P.School Chandoli Vasahat Kasabe Digraj,5kW
Sangli,Kundal,Palus,School,Z.P.School Kaundanyapur (Kundal),3kW
Sangli,Tuparivasahat,Palus,School,Z P School Tuparivaahat,2kW
Sangli,Nevari,Kadegaon,School,Z.P.Pri Center School Nevari,5kW
Sangli,Haripur,Miraj,School,Z.P.Pri. School No 1 Haripur,4kW
Sangli,Haripur,Miraj,School,Z.P.School No 2 Haripur,4kW
Sangli,Tupari,Palus,School,Z.P.School Tupari,10kW
Sangli,Lingnur,Miraj,Anganwadi,Gaonbhag Lingnur-28-27531070128,1kW
Sangli,Agalgaon,Kavthe Mahankal,School,Z.P.School Agalgaon,3kW
Sangli,Umadi ,Jat,School,Z P kannad school no 5 Umadi ,5kW
Sangli,Lingnur,Miraj,Anganwadi,Sonure Vasti Lingnur 202-27531070129,1kW
Sangli,Lingnur ,Miraj,Anganwadi,Kurnevasti lingnur Mini 4-27531070130,1kW
Sangli,Kokale ,Kavthe Mahankal,School,Z.P.Kanya Shala No.2 Kokle ,2kW
Sangli,Dudhari,Walwa,Anganwadi,VIkas Anganwadi 27531150408,1kW
Sangli,Rethareharnaksh,Walwa,Anganwadi,Satramala Rethreharanax,1kW
Sangli,Rethareharnaksh,Walwa,Anganwadi,Manmandir Anganwadi 27531150313,1kW
Sangli,Rethareharnaksh,Walwa,Anganwadi,"Gaonbhag Anganwadi,???????????? 27531150312",1kW
Sangli,Desaivasti ( dhalgaon ),Kavthe Mahankal,School,Z. P. School Desaivasti ,2kW
Sangli,Rethareharnaksh,Walwa,Anganwadi,Sadguru Anganwadi 27531150316,1kW
Sangli,Takari,Walwa,Anganwadi,"Shreeganesh Anganwadi,27531150318",1kW
Sangli,Takari,Walwa,Anganwadi,"Adarsh Bal Mandir ,27531150319",1kW
Sangli,Takari ,Walwa,Anganwadi,"Adarsh Anganwadi,27531150320",1kW
Sangli,Masuchiwadi,Walwa,Anganwadi,"Savitribaifule Anganwadi,27531150323",1kW
Sangli,Banewadi,Walwa,Anganwadi,"Dnyankunj Anganwadi ,27531150325",1kW
Sangli,Satpewadi,Walwa,Anganwadi,"Vitthal Rukmini Anganwadi,27531150326",1kW
Sangli,Goundwadi,Walwa,Anganwadi,Adarsh Anganwadi 27531150327,1kW
Sangli,Bhavaninagar,Walwa,Anganwadi,Tejashree Anganwadi 27531150303,1kW
Sangli,Vittalainagar Tung,Miraj,School,Z.P.School Vithalai Nagar Tung,2kW
Sangli,Kundal,Palus,School,Z.P.Pri. SchoolNo 2 Kundal,4kW
Sangli,Tambewadi (Kerewadi),Jat,School,Z.P.Pri. School Marathi School Tambewadi (Kerewadi),10kW
Sangli,Y.Pa.Vadi,Atpadi,School,Z.P.Pri. School Ya.Pa.Vadi,3kW
Sangli,Bandgarwadi (Lakdewadi),Jat,School,Z.P.Pri. Marathi  School Bandgarwadi ( Lakdewadi),10kW+
Sangli,Kerewadi (T),Jat,School,Z.P.Pri. Marathi Kerewadi (Ti),10kW+
Sangli,Sonyal,Jat,School,Z.P.Pri. Kannad School Biradar Vasti Sonyal,10kW
Sangli,Malgaon,Miraj,Anganwadi,Anganwadi,1kW
Sangli,Dahyari,Palus,School,Z.P.School Krushna Cannel Dahyari,3kW
Sangli,Malgaon,Miraj,Anganwadi,Malgaon Malivasti,1kW
Sangli,Malgaon,Miraj,Anganwadi,Malegaon Magubai Chowk,1kW
Sangli,Khanderajuri,Miraj,Anganwadi,Anganwadi No. 172,1kW
Sangli,Malgaon,Miraj,Anganwadi,Anganwadi,1kW
Sangli,Malgaon,Miraj,Anganwadi,Anganwadi No. 149,1kW
Sangli,Bhoptewadi Girgaon,Jat,School,Z.P.Pri.Marathi School Bhopte Vasti Girgaon,2kW
Sangli,Z.P.School Bhaktichamala,Atpadi,School,Z.P.School Bhakticha Mala,2kW
Sangli,Malgaon,Miraj,Anganwadi,Savant Vasti Malgaon 27531070613/ 159,1kW
Sangli,Lohgaon,Jat,School,Z.P.school Chavanwadi,3kW
Sangli,Malgaon,Miraj,Anganwadi,Near Jain Basti 27531070606/152,1kW
Sangli,Mahuli ,Khanapur,School,Z.P.School Mahuli,2kW
Sangli,Dhalgaon,Kavthe Mahankal,School,Kai.Tulsamai Krushnaji Shendge Ashram Shala Dhalgaon,10kW
Sangli,Kadamwadi,Kavthe Mahankal,School,Z.P.School Kadamwadi,1kW
Sangli,Nagaj,Kavthe Mahankal,School,Z.P.Urdu School Nagaj,2kW
Sangli,Kadammala (Irali),Kavthe Mahankal,School,Z.P.School Kadammala Irali,2kW
Sangli,Malgaon,Miraj,Anganwadi,Shastrinagar  27531070608/154,1kW
Sangli,Kalamvadi,Kavthe Mahankal,School,Z.P.School Kadamwadi,2kW
Sangli,Revnal,Jat,School,Z.P.Pri. School Ravnal,2kW
Sangli,Sambarwadi ,Miraj,School,Z.P.Pri. School Sambarwadi,2kW
Sangli,Kosari ,Jat,School,Z.P.Pri. School Kosari ,4kW
Sangli,Avandhi,Jat,School,Z.P.School Awandhi,10kW
Sangli,Malgaon,Miraj,Anganwadi,Near Jain Basti. 27531070607/153,1kW
Sangli,Khanderajuri,Miraj,Anganwadi,Near Society 27531070616/169,1kW
Sangli,Khanderajuri,Miraj,Anganwadi,Harijan Vasti 27531070618,1kW
Sangli,Kosari ,Jat,School,Z.P.Pri. School Maharanurwadi (Kosari),10kW+
Sangli,Ghotil,Kadegaon,School,Z.P.Pri. School Ghotij,1kW
Sangli,Galvewadi 27531070620/173,Miraj,Anganwadi,Gavlewadi 27531070620/173,1kW
Sangli,Umarani ,Jat,Anganwadi,Umrani-Gaonbhag 92,3kW
Sangli,Bastawde ,Tasgaon,School,Z.P.School SAvantmala Bastavde,3kW
Sangli,JAT ,Jat,Anganwadi,umrani Gaonbhag -94,3kW
Sangli,Umrani,Jat,Anganwadi,Umrani-Gaonbhag 93,3kW
Sangli,Bilur,Jat,Other,Bilur Bhairavnath Mandir Center No 101,1kW
Sangli,Umarani ,Jat,Anganwadi,Umrani-Ghargewasti 97,3kW
Sangli,Sindur,Jat,Anganwadi,Sindur Gaonbhag -121,3kW
Sangli,Bilur,Jat,Anganwadi,Bilir Donipir Vasti Center No 108,1kW
Sangli,umrani ,Jat,Anganwadi,umrani kesralwasti 96,3kW
Sangli,Sidhewadi,Tasgaon,School,Agrani Shikshan Prasarak Mandal Sidhewadi,4kW
Sangli,Bilur,Jat,Anganwadi,Laxmifata bilur Center No 109,1kW
Sangli,Sindur,Jat,Anganwadi,Sindur Gaonbhag -122,3kW
Sangli,Siddhewadi ,Tasgaon,School,Agrani Shikshan Prasarak Mandal Sidhewadi,10kW
Sangli,Bilur,Jat,Anganwadi,Mallihal Vasti Center No 23,1kW
Sangli,Sindur,Jat,Anganwadi,Sindur majgyankhodi Vasti 28,3kW
Sangli,Basargi,Jat,Anganwadi,Basargi Gaonbhag 110,1kW
Sangli,Bevnur,Jat,Anganwadi,Gaonbhag Bevanur 1,1kW
Sangli,Mendhigiri,Jat,Anganwadi,Mendhegiri Gaonbhag -126,3kW
Sangli,Kanharwadi,Kadegaon,School,Baburao Ashok Jadhav,4kW
Sangli,Basargi,Jat,Anganwadi,Biradar Vasti Basargi 24,1kW
Sangli,Sindur,Jat,Anganwadi,Sindoor balihal Vasti 124,3kW
Sangli,Shingnhali,Jat,School,Zilla Parishad ,2kW
Sangli,Mendhigiri,Jat,Anganwadi,Mendhegiri Biradar Vasti 29,3kW
Sangli,Walekhindi,Jat,Anganwadi,Anganwadi Center No. 16,3kW
Sangli,Bevnur,Jat,Anganwadi,Hakkewadi Bevanur 3,1kW
Sangli,Gugwad,Jat,Anganwadi,Gugwad Gaonbhag K No. 112,1kW
Sangli,Walekhindi ,Jat,Anganwadi,Anganwadi No. 18,3kW
Sangli,Bevnur,Jat,Anganwadi,Sargar Vasti Bevanur 192,1kW
Sangli,Gugwad,Jat,Anganwadi,Gugwad Andani Vasti Center No 114,1kW
Sangli,Untwadi,Jat,Anganwadi,Untwadi gavbhag127,3kW
Sangli,Waifale,Tasgaon,School,Z.P.School Bha.Pa.Mala Waifale,3kW
Sangli,Bevnur,Jat,Anganwadi,Shindevasti Bevnur 1,1kW
Sangli,Singnhali,Jat,Anganwadi,Shingnhali karmank 21,1kW
Sangli,Walekhindi ,Jat,Anganwadi,Anganwadi no. 20,3kW
Sangli,Ravalgundwadi,Jat,Anganwadi,Rawalgundwadi HirgondVasti 129,3kW
Sangli,Untwadi,Jat,Anganwadi,Untwadi Jadhav wadi30,3kW
Sangli,Navalwadi,Jat,Anganwadi,Gaonbhag Navalwadi,1kW
Sangli,Walekhindi ,Jat,Anganwadi,Anganwadi no. Mini 5,3kW
Sangli,Gulwanchi,Jat,Anganwadi,Gaonbhag ,1kW
Sangli,rawalgundwadi,Jat,Anganwadi,Rawalgundwadi-Gaonbhag 130,3kW
Sangli,Gugwad,Jat,Anganwadi,Gugwad Maddal Vasti Center No 115,1kW
Sangli,Khojanwadi ,Jat,Anganwadi,Khojanwadi gavbhag 131,3kW
Sangli,Gulwanchi,Jat,Anganwadi,Pawar Wadi Gulvanchi,1kW
Sangli,Shingnhali,Jat,Anganwadi,Shingnhali krmank 22,1kW
Sangli,Khojanwadi ,Jat,Anganwadi,Khojanwadi Hippargi Vasti -132,3kW
Sangli,Salmalgewadi,Jat,Anganwadi,Salmalgewadi Center No. 116,1kW
Sangli,Gulwanchi,Jat,Anganwadi,Kamble Vasti Gulvanchi ,1kW
Sangli,Devnal,Jat,Anganwadi,Devanal Gaonbhag 186,3kW
Sangli,Yeldari,Jat,Anganwadi,Yeldari Gaonbhag Center No. 117,1kW
Sangli,Khojanwadi ,Jat,Anganwadi,Khojanwadi Shivanur padgattiwasti 133,3kW
Sangli,Pratpur,Jat,Anganwadi,Gaonbhag Pratapur,1kW
Sangli,Dhawadwadi,Jat,Anganwadi,Gaonbhag Dhavwadi ,1kW
Sangli,Yeldari,Jat,Anganwadi,Patil Vasti Yeldari 25,1kW
Sangli,Shingnhali,Jat,Anganwadi,Ganeshnagr,1kW
Sangli,Hivare,Jat,Anganwadi,Shindenagar Hiware 10,1kW
Sangli,Hivare,Jat,Anganwadi,Hiware solankar Vasti 3,3kW
Sangli,Khilarwadi,Jat,Anganwadi,Khilarwadi Gaonbhag 118,1kW
Sangli,Kumbhari,Jat,Anganwadi,Gaonbhag Kumbhari 12,1kW
Sangli,Khilarwadi,Jat,Anganwadi,Khilarwadi Center No. 26,1kW
Sangli,Kumbhari,Jat,Anganwadi,Kumbhari kumbharswadi 14,3kW
Sangli,Mokashwadi,Jat,Anganwadi,Mokashwadi krmank 23,1kW
Sangli,Vajrawad,Jat,Anganwadi,Wajrawad Gaonbhag 119,1kW
Sangli,Ramapur,Kadegaon,School,Z.P.School Ramapur vasti,3kW
Sangli,Vajrawad,Jat,Anganwadi,Vajrawad Bamne Biradar Vasti Center No. 191,1kW
Sangli,Kumbhari,Jat,Anganwadi,KavlapureVasti Kumbhari,1kW
Sangli,Dighanchi,Atpadi,School, Z.P.Pri. School Katkarmala,2kW
Sangli,Kumbhari,Jat,Anganwadi,Shivajinagar 4,1kW
Sangli,Vajrawad,Jat,Anganwadi,Wajrawad Jainapur Vasti 120,1kW
Sangli,Kosari,Jat,Anganwadi,Kosari-Gaonbhag 26,3kW
Sangli,Yamgarwadi,Tasgaon,School,Z.P.School Yamgarwadi,5kW
Sangli,Kosari,Jat,Anganwadi,Gaonbhag 27 Kosari,1kW
Sangli,Kosari,Jat,Anganwadi,Kosai sangolkar wasti30,3kW
Sangli,Kosari,Jat,Anganwadi,Waifalkar Vasti Kosari 29,1kW
Sangli,Basveshwarnagar (Savlaj),Tasgaon,School,Z.P.School Basweshwarnagar (Savlaj),2kW
Sangli,Sidhewadi,Tasgaon,School,Z.P.Pri. School Sidhewadi,3kW
Sangli,Jadar Boblad,Jat,School,Z.P.Pri. Kannad School Avati Vasti Jadar Boblad,10kW
Sangli,Kadamwadi,Kavthe Mahankal,School,Z.P.School Khandekar Vasti,2kW
Sangli,Kongnoli ,Kavthe Mahankal,School,Z.P.School No.2 Kognoli,2kW
Sangli,"Talewasti, waifale ",Tasgaon,School,Z.P.Pri. School Tale vasti,3kW
Sangli,Bastawde ,Tasgaon,School,Dyandev Savant Highschool Bastavde,7kW
Sangli,Hatnoli m 38,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Bastawde ,Tasgaon,School,Dyandev Savant Highschool Bastavde,7kW
Sangli,Malinagar Savlaj,Tasgaon,School,Z.P.School Malinagar Savlaj,5kW
Sangli,Jirval Mala Visapur 108,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Sidhewadi,Tasgaon,School,Z.P.School Vadacha Mala,1kW
Sangli,Mandale Vasti (Jarndi),Tasgaon,School,Z.P.School Ashoknagar (Jarandi),3kW
Sangli,Kotij,Kadegaon,School,Z.P.School Kotij ,2kW
Sangli,Gaonbhag Visapur 111,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Kavthepiran,Miraj,School,Z.P.School No.2 Kavthepiran,10kW+
Sangli,Borgaon ,Tasgaon,Anganwadi,Borgaon 27531110205,1kW
Sangli,Odhamala Visapur m36,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Savalwadi,Miraj,School,Z P SCHOOL NO 2 SAVALWADI,3kW
Sangli,Amrutsagar Nagar Visapur m 37,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Shegaon ,Jat,School,"Z.P.School , Chapraswadi",5kW
Sangli,Dorli,Tasgaon,Anganwadi,Anganwadi ,1kW
Sangli,Dhavali,Tasgaon,Anganwadi,Dhavali 27531110211,1kW
Sangli,Hatnoli Gaonbhag 114,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Jarandi,Tasgaon,School,Z.P.School Jarandi,7kW
Sangli,Samdoli ,Miraj,School,Z.P.School No.2 Samdoli,10kW+
Sangli,Hatnoor 133a,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Nimlak,Tasgaon,Anganwadi,Nimblak 27531110218,1kW
Sangli,Dudhebhawi,Kavthe Mahankal,School,Z.P.School Dudhebhavi,3kW
Sangli,Gotewado Gaonbhag 134,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Dorli,Tasgaon,Anganwadi,Anganwadi No. 152,1kW
Sangli,Hatnoor 130,Tasgaon,Anganwadi,ICDS Tasgaon,1kW
Sangli,Nadafvasti sonyal ,Jat,School,Z.P.P. Kannada School Nadaf vasti Sonyal ,2kW
Sangli,Bastawde,Tasgaon,School,Z.P.School Du.Ga.Mala Bastavde,7kW
Sangli,Baglwadi,Jat,Anganwadi,Baglwadi karmank 24,1kW
Sangli,Jambhulwadi,Kavthe Mahankal,School,Z.P.School Jambhulwadi,10kW
Sangli,Kumbhargaon,Kadegaon,School,Z.P.School Kumbhargaon,10kW+
Sangli,Kashilingwadi,Jat,Anganwadi,Kashilingwadi krmank 25,1kW
Sangli,Shegaon,Jat,Anganwadi,Zirpvasti(shegaon) karmank 31,1kW
Sangli,Punadi,Tasgaon,Anganwadi,Anganwadi No. 135,1kW
Sangli,Bnali,Jat,Anganwadi,Banali Sawantwadi Center No. 48,1kW
Sangli,Punadi,Tasgaon,Anganwadi,Anganwadi No. 136,1kW
Sangli,Yamgarwadi,Tasgaon,Anganwadi,Anganwadi No. 163,1kW
Sangli,Bnali,Jat,Anganwadi,Banali Kokarevasti Center No.  49,1kW
Sangli,Manerajuri,Tasgaon,Anganwadi,Yogewadi 75(27531110535),1kW
Sangli,Shegaon ,Jat,School,Z.P.Pri. School Mane Burute Vasti,1kW
Sangli,Dahiwdi,Tasgaon,Anganwadi,Anganwadi No. 167,1kW
Sangli,Shegaon,Jat,Anganwadi,Shegaon Gavbhag No.32,1kW
Sangli,Waifale,Jat,Anganwadi,Waifal Gavbhag Center No.44,1kW
Sangli,Manerajuri,Tasgaon,Anganwadi,Manerajuri ??(???????????),1kW
Sangli,Waifale,Jat,Anganwadi,Waifal Gavbhag Center No.45,1kW
Sangli,Bastawde,Tasgaon,School,Z.P.School Du.Ga.Mala Bastavde,7kW
Sangli,Antral,Jat,Anganwadi,Antral Center No 43,1kW
Sangli,Shegaon,Jat,Anganwadi,Shinde Mahadikwadi Center No. 10,1kW
Sangli,Chinchni ,Tasgaon,Anganwadi,Anganwadi No. 90,1kW
Sangli,Kosari,Jat,School,Z.P.School Sangolkar vasti (Ko),1kW
Sangli,Khujgaon,Tasgaon,School,Z.P.Sangli,10kW
Sangli,Chinchani,Tasgaon,Anganwadi,Anganwadi No. 91,1kW
Sangli,Shegaon,Jat,Anganwadi,Manewadi (Shegaon) No. 35,1kW
Sangli,Bhosale Wasti Kosari,Jat,School,Z.P.Sangli,10kW
Sangli,Chinchani,Tasgaon,Anganwadi,Anganwadi No. 92,1kW
Sangli,Chinchani,Tasgaon,Anganwadi,Anganwadi No. 94,1kW
Sangli,Waifale,Tasgaon,School,Balasaheb Desai High School Waifale,5kW
